,team,conf,conf_rank,stars_5,stars_4,stars_3,num_star_players,avg_recruit_score,composite_score,year
1248,Maryland,Big-Ten,7,0,3,1,4,85.91,205.67,2010
1249,Wisconsin,Big-Ten,8,0,1,2,3,84.61,194.33,2010
1250,Minnesota,Big-Ten,9,0,1,2,3,83.71,186.47,2010
1251,Purdue,Big-Ten,10,0,1,2,3,83.25,186.34,2010
1252,Rutgers,Big-Ten,11,0,2,1,3,83.73,186.09,2010
1253,Illinois,Big-Ten,12,0,0,2,2,83.04,180.07,2010
1254,Northwestern,Big-Ten,13,0,0,1,1,85.55,176.85,2010
1255,Indiana,Big-Ten,14,0,0,2,2,82.68,164.39,2010
1256,USC,Pac-12,1,4,1,2,7,93.37,294.73,2010
1257,UCLA,Pac-12,2,1,1,1,3,89.55,263.81,2010
1258,Oregon,Pac-12,3,1,1,1,3,87.74,250.88,2010
1259,Washington,Pac-12,4,0,7,2,9,85.73,234.35,2010
1260,California,Pac-12,5,1,8,9,18,88.89,233.8,2010
1261,Stanford,Pac-12,6,0,4,1,5,87.38,223.33,2010
1262,Arizona State,Pac-12,7,0,2,2,4,85.55,203.28,2010
1263,Utah,Pac-12,8,0,1,2,3,86.05,202.2,2010
1264,Colorado,Pac-12,9,0,1,2,3,83.75,183.91,2010
1265,Arizona,Pac-12,10,0,1,1,2,84.05,183.75,2010
1266,Oregon State,Pac-12,11,0,2,1,3,85.01,178.62,2010
1267,Washington State,Pac-12,12,0,0,2,2,82.74,177.38,2010
1268,Florida,SEC,1,5,1,6,12,93.99,324.62,2010
1269,Alabama,SEC,2,2,1,9,12,89.95,284.2,2010
1270,Auburn,SEC,3,2,1,1,4,88.09,277.2,2010
1271,Tennessee,SEC,4,2,1,1,4,88.45,271.56,2010
1272,LSU,SEC,5,0,1,1,2,89.86,267.84,2010
1273,Georgia,SEC,6,2,8,8,18,90.41,259.87,2010
1274,Ole Miss,SEC,7,0,6,1,7,86.64,223.7,2010
1275,Mississippi State,SEC,8,0,4,2,6,84.41,212.47,2010
1276,South Carolina,SEC,9,1,3,1,5,84.12,210.39,2010
1277,Arkansas,SEC,10,0,3,1,4,84.2,203.21,2010
1278,Kentucky,SEC,11,0,1,2,3,84.22,190.83,2010
1279,Vanderbilt,SEC,12,0,1,2,3,84.18,188.39,2010
1280,UCF,AAC,1,0,2,2,4,84.12,189.21,2010
1281,Houston,AAC,2,0,0,2,2,84.36,185.42,2010
1282,Cincinnati,AAC,3,0,2,1,3,83.03,184.21,2010
1283,USF,AAC,4,0,2,1,3,84.4,182.46,2010
1284,SMU,AAC,5,0,0,2,2,82.61,177.12,2010
1285,Memphis,AAC,6,0,0,2,2,81.43,172.54,2010
1286,Tulsa,AAC,7,0,0,2,2,82.65,172.19,2010
1287,East Carolina,AAC,8,0,0,1,1,81.68,152.95,2010
1288,Connecticut,AAC,9,0,0,1,1,81.72,151.1,2010
1289,Tulane,AAC,10,0,0,1,1,80.03,145.27,2010
1290,Temple,AAC,11,0,0,1,1,79.41,141.31,2010
1291,Southern Miss,C-USA,1,0,0,2,2,84.4,191.15,2010
1292,Marshall,C-USA,2,0,0,1,1,80.61,164.29,2010
1293,Louisiana Tech,C-USA,3,0,0,1,1,82.53,154.22,2010
1294,FIU,C-USA,4,0,1,1,2,81.79,153.54,2010
1295,UTEP,C-USA,5,0,0,1,1,80.09,150.87,2010
1296,UAB,C-USA,6,0,0,1,1,80.86,150.49,2010
1297,Rice,C-USA,7,0,0,1,1,81.79,144.16,2010
1298,Western Kentucky,C-USA,8,0,0,9,9,80.54,126.31,2010
1299,Middle Tennessee State,C-USA,9,0,0,1,1,76.6,88.46,2010
1300,North Texas,C-USA,10,0,0,0,0,76.13,83.28,2010
1301,Florida Atlantic,C-USA,11,0,0,2,2,78.18,66.11,2010
1302,Old Dominion,C-USA,NA,NA,NA,NA,NA,0,0,2010
1303,Toledo,MAC,1,0,0,1,1,80.32,149.24,2010
1304,Western Michigan,MAC,2,0,0,1,1,80.73,146.63,2010
1305,Bowling Green,MAC,3,0,0,2,2,80.36,146.16,2010
1306,Ball State,MAC,4,0,0,1,1,81.06,142.28,2010
1307,Northern Illinois,MAC,5,0,0,1,1,78.98,139.25,2010
1308,Miami (OH),MAC,6,0,0,1,1,79.92,138.32,2010
1309,Kent State,MAC,7,0,0,1,1,80.71,138.28,2010
1310,Akron,MAC,8,0,0,1,1,79.77,136.89,2010
1311,Central Michigan,MAC,9,0,0,1,1,80.15,127.67,2010
1312,Buffalo,MAC,10,0,0,1,1,79.33,125.67,2010
1313,Eastern Michigan,MAC,11,0,0,6,6,78.41,110.9,2010
1314,Ohio,MAC,12,0,0,7,7,78.48,101.59,2010
1315,Fresno State,M-West,1,0,0,1,1,83.69,175.17,2010
1316,Colorado State,M-West,2,0,0,2,2,82.55,172.59,2010
1317,San Diego State,M-West,3,0,0,2,2,81.53,165.98,2010
1318,New Mexico,M-West,4,0,1,1,2,82.13,157.08,2010
1319,Hawaii,M-West,5,0,0,1,1,80.86,155.71,2010
1320,Nevada,M-West,6,0,0,1,1,80,144.64,2010
1321,San Jose State,M-West,7,0,0,1,1,79.72,140.49,2010
1322,Wyoming,M-West,8,0,0,1,1,78.9,138.94,2010
1323,UNLV,M-West,9,0,0,1,1,79.97,136.45,2010
1324,Utah State,M-West,10,0,0,9,9,78.44,127.94,2010
1325,Boise State,M-West,11,0,0,8,8,81.91,115.97,2010
1326,Air Force,M-West,12,0,0,2,2,83.13,26.17,2010
1327,Sacramento State,Big-Sky,NA,NA,NA,NA,NA,0,0,2010
1328,Coastal Carolina,B-South,NA,NA,NA,NA,NA,0,0,2010
1329,New Hampshire,CAA,1,0,0,0,0,76.67,6.67,2010
1330,William & Mary,CAA,NA,NA,NA,NA,NA,0,0,2010
1331,Towson,CAA,NA,NA,NA,NA,NA,0,0,2010
1332,Harvard,Ivy,NA,NA,NA,NA,NA,0,0,2010
1333,Norfolk State,MEAC,1,0,0,0,0,76.67,6.67,2010
1334,South Carolina State,MEAC,NA,NA,NA,NA,NA,0,0,2010
1335,North Carolina Central,MEAC,NA,NA,NA,NA,NA,0,0,2010
1336,Illinois State,MVC,NA,NA,NA,NA,NA,0,0,2010
1337,Southern Illinois,MVC,NA,NA,NA,NA,NA,0,0,2010
1338,Northern Iowa,MVC,NA,NA,NA,NA,NA,0,0,2010
1339,North Dakota State,MVC,NA,NA,NA,NA,NA,0,0,2010
1340,Monmouth,NEC,NA,NA,NA,NA,NA,0,0,2010
1341,Central Connecticut State,NEC,NA,NA,NA,NA,NA,0,0,2010
1342,Jacksonville State,OVC,NA,NA,NA,NA,NA,0,0,2010
1343,Tennessee-Martin,OVC,NA,NA,NA,NA,NA,0,0,2010
1344,Tennessee State,OVC,NA,NA,NA,NA,NA,0,0,2010
1345,Murray State,OVC,NA,NA,NA,NA,NA,0,0,2010
1346,Arkansas State,SBC,1,0,0,1,1,79.81,142.14,2010
1347,Idaho,SBC,2,0,0,1,1,79.39,140.01,2010
1348,New Mexico State,SBC,3,0,0,7,7,79.99,132.06,2010
1349,Troy,SBC,4,0,0,6,6,77.41,117.28,2010
1350,Louisiana,SBC,5,0,0,2,2,75.85,86.44,2010
1351,Louisiana-Monroe,SBC,6,0,0,2,2,76.19,85.12,2010
1352,Georgia Southern,SBC,7,0,0,1,1,83.33,13.33,2010
1353,Georgia State,SBC,8,0,0,0,0,70,0,2010
1354,South Alabama,SBC,NA,0,0,0,0,70,0,2010
1355,Appalachian State,SBC,NA,NA,NA,NA,NA,0,0,2010
1356,Texas State,SBC,NA,NA,NA,NA,NA,0,0,2010
1357,Central Arkansas,SLC,NA,NA,NA,NA,NA,0,0,2010
1358,Abilene Christian,SLC,NA,NA,NA,NA,NA,0,NA,2010
1359,Chattanooga,Southern,NA,NA,NA,NA,NA,0,0,2010
1360,Samford,Southern,NA,NA,NA,NA,NA,0,0,2010
1361,Florida State,ACC,1,4,1,1,6,90.48,297.03,2011
1362,Clemson,ACC,2,3,6,2,11,87.17,269.69,2011
1363,North Carolina,ACC,3,0,7,1,8,86.65,230.93,2011
1364,Virginia,ACC,4,0,5,2,7,85.91,220.78,2011
1365,Louisville,ACC,5,0,4,1,5,86.01,208.34,2011
1366,Miami,ACC,6,1,3,1,5,84.42,198.68,2011
1367,Virginia Tech,ACC,7,0,3,1,4,84.49,190.02,2011
1368,Boston College,ACC,8,0,1,2,3,83.2,180.89,2011
1369,Georgia Tech,ACC,9,0,0,1,1,83.21,174.84,2011
1370,Syracuse,ACC,10,0,1,1,2,80.89,155.37,2011
1371,Pittsburgh,ACC,11,0,1,9,10,80.44,150.28,2011
1372,Duke,ACC,12,0,0,1,1,81.93,149.33,2011
1373,Wake Forest,ACC,13,0,0,1,1,82.33,144.89,2011
1374,N.C. State,ACC,14,0,0,1,1,80.44,139.33,2011
1375,Texas,Big-12,1,2,1,7,10,91.42,284.05,2011
1376,Oklahoma,Big-12,2,3,8,7,18,90.91,256.79,2011
1377,Texas Tech,Big-12,3,0,8,1,9,86.46,230.54,2011
1378,Oklahoma State,Big-12,4,0,2,2,4,85.64,212.82,2011
1379,TCU,Big-12,5,0,3,2,5,85.78,207.48,2011
1380,Texas A&M,Big-12,6,0,4,1,5,83.51,193.44,2011
1381,Kansas,Big-12,7,0,0,2,2,83.68,178.77,2011
1382,Baylor,Big-12,8,0,1,1,2,82.66,169.94,2011
1383,Kansas State,Big-12,9,0,0,2,2,81.67,161.75,2011
1384,West Virginia,Big-12,10,0,0,1,1,81.79,160.31,2011
1385,Missouri,Big-12,11,0,1,1,2,84.3,158.06,2011
1386,Iowa State,Big-12,12,0,0,1,1,81.26,153.86,2011
1387,Ohio State,Big-Ten,1,2,1,1,4,90.25,278.47,2011
1388,Nebraska,Big-Ten,2,0,9,1,10,88.32,245.6,2011
1389,Iowa,Big-Ten,3,0,4,1,5,84.55,208.64,2011
1390,Rutgers,Big-Ten,4,1,3,1,5,84.84,205.88,2011
1391,Michigan,Big-Ten,5,0,5,1,6,86,205.16,2011
1392,Penn State,Big-Ten,6,0,5,1,6,86.97,201.4,2011
1393,Michigan State,Big-Ten,7,0,1,2,3,85.76,198.83,2011
1394,Illinois,Big-Ten,8,0,1,2,3,83.17,183.92,2011
1395,Wisconsin,Big-Ten,9,0,2,1,3,83.09,174.08,2011
1396,Maryland,Big-Ten,10,0,1,1,2,82.03,162.97,2011
1397,Indiana,Big-Ten,11,0,0,1,1,81.13,158.62,2011
1398,Minnesota,Big-Ten,12,0,0,1,1,81.41,157.15,2011
1399,Northwestern,Big-Ten,13,0,0,1,1,83.37,150.59,2011
1400,Purdue,Big-Ten,14,0,0,1,1,80.98,129.88,2011
1401,USC,Pac-12,1,1,1,1,3,89.4,286.99,2011
1402,Oregon,Pac-12,2,1,8,1,10,89.24,257.09,2011
1403,California,Pac-12,3,0,1,1,2,88.87,249.7,2011
1404,Stanford,Pac-12,4,0,6,1,7,87.83,221.85,2011
1405,Washington,Pac-12,5,0,4,1,5,86.25,219.9,2011
1406,Utah,Pac-12,6,0,2,1,3,85.55,182.11,2011
1407,Oregon State,Pac-12,7,0,0,2,2,82.73,175.84,2011
1408,UCLA,Pac-12,8,0,2,1,3,83.77,172.23,2011
1409,Arizona,Pac-12,9,0,0,1,1,82.06,166.94,2011
1410,Colorado,Pac-12,10,0,0,1,1,81.55,147.7,2011
1411,Arizona State,Pac-12,11,0,0,1,1,83.39,146.68,2011
1412,Washington State,Pac-12,12,0,0,1,1,80.4,144.31,2011
1413,Alabama,SEC,1,3,1,6,10,92.19,298.5,2011
1414,Auburn,SEC,2,1,1,9,11,89.58,281.02,2011
1415,Georgia,SEC,3,2,1,1,4,89.86,278.18,2011
1416,LSU,SEC,4,3,8,1,12,90.23,272.65,2011
1417,Florida,SEC,5,1,1,8,10,90.51,258.24,2011
1418,Tennessee,SEC,6,0,9,1,10,88.44,253.78,2011
1419,South Carolina,SEC,7,1,6,2,9,86.54,244.09,2011
1420,Ole Miss,SEC,8,0,5,2,7,86.79,226.45,2011
1421,Arkansas,SEC,9,0,6,2,8,85.25,226.22,2011
1422,Kentucky,SEC,10,0,2,2,4,84.06,184.89,2011
1423,Mississippi State,SEC,11,0,1,2,3,83.23,178.1,2011
1424,Vanderbilt,SEC,12,0,1,1,2,82.24,164,2011
1425,Cincinnati,AAC,1,0,1,1,2,82.46,168.77,2011
1426,UCF,AAC,2,0,0,1,1,80.96,158.74,2011
1427,SMU,AAC,3,0,1,1,2,79.6,144.59,2011
1428,USF,AAC,4,0,0,1,1,80.25,143.19,2011
1429,East Carolina,AAC,5,0,0,1,1,79.31,138.07,2011
1430,Houston,AAC,6,0,0,1,1,79.05,133.64,2011
1431,Memphis,AAC,7,0,0,8,8,77.97,122.48,2011
1432,Connecticut,AAC,8,0,0,1,1,79.56,117.6,2011
1433,Tulsa,AAC,9,0,0,5,5,77.98,113.38,2011
1434,Tulane,AAC,10,0,0,4,4,78.04,110.8,2011
1435,Temple,AAC,11,0,0,3,3,76.98,93.88,2011
1436,Marshall,C-USA,1,0,0,1,1,80.85,152.84,2011
1437,Western Kentucky,C-USA,2,0,0,2,2,75.21,85.81,2011
1438,Southern Miss,C-USA,3,0,0,1,1,74.82,83.64,2011
1439,FIU,C-USA,4,0,0,2,2,74.49,76.24,2011
1440,Rice,C-USA,5,0,0,1,1,74.85,67.71,2011
1441,Middle Tennessee State,C-USA,6,0,0,1,1,75.16,66.67,2011
1442,UAB,C-USA,7,0,0,0,0,73.51,61.54,2011
1443,Florida Atlantic,C-USA,8,0,0,0,0,73.96,60.49,2011
1444,North Texas,C-USA,9,0,0,1,1,73.12,55.16,2011
1445,Louisiana Tech,C-USA,10,0,0,0,0,72.79,51.59,2011
1446,UTEP,C-USA,11,0,0,0,0,72.06,35.04,2011
1447,Old Dominion,C-USA,12,0,0,0,0,74.16,8.32,2011
1448,UTSA,C-USA,13,0,0,0,0,76.67,6.67,2011
1449,Toledo,MAC,1,0,0,9,9,78.51,132.9,2011
1450,Western Michigan,MAC,2,0,0,4,4,76.72,94.12,2011
1451,Bowling Green,MAC,3,0,0,3,3,74.99,77.59,2011
1452,Central Michigan,MAC,4,0,0,2,2,74.65,75.64,2011
1453,Northern Illinois,MAC,5,0,0,1,1,74.31,67.82,2011
1454,Ohio,MAC,6,0,0,1,1,74.46,67.8,2011
1455,Buffalo,MAC,7,0,0,0,0,74.17,61.88,2011
1456,Ball State,MAC,8,0,0,1,1,74.44,60.53,2011
1457,Miami (OH),MAC,9,0,0,0,0,74.41,57.32,2011
1458,Eastern Michigan,MAC,10,0,0,2,2,73.1,53.69,2011
1459,Akron,MAC,11,0,0,1,1,73.33,50.3,2011
1460,Kent State,MAC,12,0,0,1,1,73.35,45.57,2011
1461,Boise State,M-West,1,0,0,1,1,81.79,159.98,2011
1462,Colorado State,M-West,2,0,0,6,6,77.89,122.79,2011
1463,San Diego State,M-West,3,0,0,4,4,78.34,118.44,2011
1464,Air Force,M-West,4,0,0,0,0,75.93,77.86,2011
1465,Hawaii,M-West,5,0,0,2,2,73.77,73.77,2011
1466,Fresno State,M-West,6,0,0,2,2,74.89,67.3,2011
1467,Wyoming,M-West,7,0,0,2,2,73.64,59.82,2011
1468,New Mexico,M-West,8,0,0,3,3,73.17,57.85,2011
1469,Utah State,M-West,9,0,0,2,2,72.57,56.53,2011
1470,UNLV,M-West,10,0,0,1,1,73.02,53.88,2011
1471,Nevada,M-West,11,0,0,0,0,72.95,50.28,2011
1472,San Jose State,M-West,12,0,0,0,0,73.13,48.83,2011
1473,Eastern Washington,Big-Sky,NA,NA,NA,NA,NA,0,0,2011
1474,Montana,Big-Sky,NA,NA,NA,NA,NA,0,0,2011
1475,Montana State,Big-Sky,NA,NA,NA,NA,NA,0,0,2011
1476,Liberty,B-South,1,0,0,1,1,83.33,13.33,2011
1477,Stony Brook,B-South,NA,NA,NA,NA,NA,0,0,2011
1478,Gardner-Webb,B-South,NA,NA,NA,NA,NA,0,0,2011
1479,Presbyterian,B-South,NA,0,0,0,0,70,0,2011
1480,Villanova,CAA,1,0,0,1,1,76.11,24.24,2011
1481,Towson,CAA,NA,NA,NA,NA,NA,0,0,2011
1482,Maine,CAA,NA,0,0,0,0,70,0,2011
1483,William & Mary,CAA,NA,NA,NA,NA,NA,0,0,2011
1484,Delaware,CAA,NA,NA,NA,NA,NA,0,0,2011
1485,Harvard,Ivy,1,0,0,0,0,76.67,13.29,2011
1486,Princeton,Ivy,NA,NA,NA,NA,NA,0,0,2011
1487,South Carolina State,MEAC,1,0,0,1,1,79.08,18.1,2011
1488,Bethune-Cookman,MEAC,2,0,0,0,0,75.99,5.99,2011
1489,North Carolina Central,MEAC,NA,NA,NA,NA,NA,0,0,2011
1490,Delaware State,MEAC,NA,NA,NA,NA,NA,0,0,2011
1491,Northern Iowa,MVC,1,0,0,2,2,79.71,28.92,2011
1492,North Dakota State,MVC,2,0,0,0,0,70,0,2011
1493,Indiana State,MVC,3,0,0,0,0,70,0,2011
1494,Southern Illinois,MVC,NA,NA,NA,NA,NA,0,0,2011
1495,Illinois State,MVC,NA,NA,NA,NA,NA,0,0,2011
1496,Eastern Illinois,OVC,1,0,0,0,0,70,0,2011
1497,Tennessee State,OVC,NA,NA,NA,NA,NA,0,0,2011
1498,Holy Cross,Patriot,1,0,0,1,1,81.46,11.46,2011
1499,Fordham,Patriot,NA,NA,NA,NA,NA,0,0,2011
1500,Bucknell,Patriot,NA,NA,NA,NA,NA,0,0,2011
1501,Louisiana,SBC,1,0,0,3,3,75.35,91.52,2011
1502,South Alabama,SBC,2,0,0,1,1,76.33,76.36,2011
1503,Louisiana-Monroe,SBC,3,0,0,1,1,74.26,57.72,2011
1504,Troy,SBC,4,0,0,1,1,73.28,51.83,2011
1505,Idaho,SBC,5,0,0,1,1,72.89,48.78,2011
1506,Arkansas State,SBC,6,0,0,1,1,72.63,48.25,2011
1507,New Mexico State,SBC,7,0,0,0,0,71.75,30.13,2011
1508,Texas State,SBC,8,0,0,1,1,82.55,12.55,2011
1509,Appalachian State,SBC,9,0,0,0,0,74.32,4.32,2011
1510,Georgia Southern,SBC,NA,NA,NA,NA,NA,0,0,2011
1511,Georgia State,SBC,NA,NA,NA,NA,NA,0,0,2011
1512,Central Arkansas,SLC,NA,NA,NA,NA,NA,0,0,2011
1513,Abilene Christian,SLC,NA,NA,NA,NA,NA,0,NA,2011
1514,Western Carolina,Southern,1,0,0,0,0,70,0,2011
1515,Texas Southern,SW-AC,NA,NA,NA,NA,NA,0,0,2011
1516,Florida State,ACC,1,6,9,4,19,92.93,290.11,2012
1517,Miami,ACC,2,2,7,2,11,87.89,268.93,2012
1518,Clemson,ACC,3,0,1,1,2,89.03,241.73,2012
1519,Virginia Tech,ACC,4,0,7,2,9,86.46,231.41,2012
1520,Virginia,ACC,5,0,5,2,7,85.35,223.88,2012
1521,North Carolina,ACC,6,0,2,2,4,85.24,199.55,2012
1522,Pittsburgh,ACC,7,1,4,1,6,85.8,198.81,2012
1523,Louisville,ACC,8,0,3,1,4,84.74,194.36,2012
1524,N.C. State,ACC,9,0,1,2,3,84.3,183.7,2012
1525,Georgia Tech,ACC,10,0,2,1,3,85.04,183.42,2012
1526,Syracuse,ACC,11,0,2,1,3,81.74,170.44,2012
1527,Duke,ACC,12,0,0,1,1,82.09,165.02,2012
1528,Wake Forest,ACC,13,0,0,1,1,82.74,156.07,2012
1529,Boston College,ACC,14,0,0,1,1,81.86,150.03,2012
1530,Texas,Big-12,1,2,2,6,10,92.15,300.12,2012
1531,Oklahoma,Big-12,2,0,1,1,2,89.69,255.08,2012
1532,Baylor,Big-12,3,0,5,1,6,85.48,222.62,2012
1533,Texas Tech,Big-12,4,0,5,1,6,85.4,220.7,2012
1534,TCU,Big-12,5,0,4,1,5,86.19,219.37,2012
1535,Oklahoma State,Big-12,6,0,5,1,6,85.59,213.82,2012
1536,West Virginia,Big-12,7,0,3,2,5,84.79,206.7,2012
1537,Iowa State,Big-12,8,0,0,1,1,81.81,155.41,2012
1538,Kansas State,Big-12,9,0,0,1,1,79.95,139.67,2012
1539,Kansas,Big-12,10,0,0,1,1,79.36,128.07,2012
1540,Ohio State,Big-Ten,1,2,1,9,12,91.47,286.13,2012
1541,Michigan,Big-Ten,2,0,1,9,10,91,281.12,2012
1542,Rutgers,Big-Ten,3,1,6,1,8,87.6,226.24,2012
1543,Nebraska,Big-Ten,4,0,8,9,17,87.91,213.77,2012
1544,Michigan State,Big-Ten,5,0,4,1,5,86.16,210.77,2012
1545,Maryland,Big-Ten,6,1,2,1,4,84.88,204.96,2012
1546,Iowa,Big-Ten,7,0,4,1,5,84.14,201.08,2012
1547,Penn State,Big-Ten,8,0,3,1,4,84.99,192.63,2012
1548,Purdue,Big-Ten,9,0,2,2,4,82.89,188.27,2012
1549,Northwestern,Big-Ten,10,0,1,1,2,83.57,178.76,2012
1550,Indiana,Big-Ten,11,0,0,1,1,82.42,175.53,2012
1551,Minnesota,Big-Ten,12,0,0,1,1,81.85,171,2012
1552,Illinois,Big-Ten,13,0,0,1,1,82.79,162.09,2012
1553,Wisconsin,Big-Ten,14,0,4,6,10,85.43,160.75,2012
1554,Stanford,Pac-12,1,2,9,1,12,90.52,275.98,2012
1555,USC,Pac-12,2,1,1,5,7,92.64,274.18,2012
1556,Oregon,Pac-12,3,1,1,8,10,88.51,251.25,2012
1557,UCLA,Pac-12,4,1,6,1,8,86.96,247.77,2012
1558,Washington,Pac-12,5,1,6,1,8,85.4,225.52,2012
1559,California,Pac-12,6,0,8,7,15,87.54,217.88,2012
1560,Arizona State,Pac-12,7,0,3,1,4,83.67,205.33,2012
1561,Utah,Pac-12,8,0,4,1,5,83.88,204.91,2012
1562,Colorado,Pac-12,9,0,2,2,4,84.07,203.71,2012
1563,Arizona,Pac-12,10,0,3,2,5,84.15,199.26,2012
1564,Oregon State,Pac-12,11,1,0,1,2,83.69,195.63,2012
1565,Washington State,Pac-12,12,0,1,1,2,82.2,173.37,2012
1566,Alabama,SEC,1,3,1,8,12,93.4,313.12,2012
1567,Florida,SEC,2,3,1,7,11,91.78,290.27,2012
1568,Georgia,SEC,3,4,6,9,19,91.51,273.57,2012
1569,Auburn,SEC,4,0,1,9,10,90.83,261.81,2012
1570,LSU,SEC,5,0,1,6,7,89.39,252.55,2012
1571,South Carolina,SEC,6,0,1,1,2,88.55,248.77,2012
1572,Texas A&M,SEC,7,2,8,9,19,89.99,248.67,2012
1573,Tennessee,SEC,8,0,1,1,2,88.47,242.81,2012
1574,Mississippi State,SEC,9,0,6,2,8,85.99,227.14,2012
1575,Arkansas,SEC,10,0,6,1,7,87.24,222.12,2012
1576,Missouri,SEC,11,1,3,1,5,86.8,212.4,2012
1577,Vanderbilt,SEC,12,0,1,1,2,84.98,194.25,2012
1578,Ole Miss,SEC,13,1,2,1,4,84.58,190.69,2012
1579,Kentucky,SEC,14,0,1,2,3,83.72,187.81,2012
1580,Cincinnati,AAC,1,0,0,2,2,83.99,185.26,2012
1581,USF,AAC,2,0,2,1,3,84.24,181.93,2012
1582,Houston,AAC,3,0,1,1,2,81.35,176.32,2012
1583,SMU,AAC,4,0,0,1,1,81.3,149.82,2012
1584,Connecticut,AAC,5,0,0,1,1,80.44,143.96,2012
1585,Temple,AAC,6,0,0,1,1,78.38,139.63,2012
1586,East Carolina,AAC,7,0,0,1,1,79.86,133.06,2012
1587,Tulane,AAC,8,0,0,8,8,80.08,124.65,2012
1588,Tulsa,AAC,9,0,0,1,1,78.97,120.37,2012
1589,Memphis,AAC,10,0,0,6,6,77.13,116.8,2012
1590,UCF,AAC,11,0,0,8,8,79.6,113.11,2012
1591,Southern Miss,C-USA,1,0,1,1,2,80.07,150.61,2012
1592,Marshall,C-USA,2,0,1,6,7,78.64,134.93,2012
1593,FIU,C-USA,3,0,0,1,1,77.8,134.46,2012
1594,Florida Atlantic,C-USA,4,0,0,8,8,77.11,125.72,2012
1595,Rice,C-USA,5,0,0,1,1,78.68,123.63,2012
1596,Western Kentucky,C-USA,6,0,0,6,6,80.3,111.94,2012
1597,Louisiana Tech,C-USA,7,0,0,7,7,79.12,111.9,2012
1598,North Texas,C-USA,8,0,0,6,6,77.19,108.78,2012
1599,UTEP,C-USA,9,0,0,6,6,76.39,102.75,2012
1600,UAB,C-USA,10,0,0,3,3,76.28,96.91,2012
1601,Middle Tennessee State,C-USA,11,0,0,4,4,76,87.49,2012
1602,UTSA,C-USA,12,0,0,3,3,80.84,62.13,2012
1603,Old Dominion,C-USA,13,0,0,1,1,74.73,40.57,2012
1604,Charlotte,C-USA,14,0,0,0,0,74.87,19.34,2012
1605,Toledo,MAC,1,0,1,8,9,78.68,138.36,2012
1606,Miami (OH),MAC,2,0,0,8,8,78.11,121.01,2012
1607,Central Michigan,MAC,3,0,0,7,7,78.08,120.28,2012
1608,Western Michigan,MAC,4,0,0,6,6,76.94,120.13,2012
1609,Ohio,MAC,5,0,0,7,7,78.13,116.72,2012
1610,Bowling Green,MAC,6,0,0,7,7,77.67,115.2,2012
1611,Kent State,MAC,7,0,0,6,6,76.81,105.08,2012
1612,Northern Illinois,MAC,8,0,0,5,5,74.68,104.53,2012
1613,Ball State,MAC,9,0,0,4,4,77.23,103.09,2012
1614,Eastern Michigan,MAC,10,0,0,2,2,75.92,96.95,2012
1615,Buffalo,MAC,11,0,0,4,4,76.28,89.13,2012
1616,Akron,MAC,12,0,0,1,1,74.82,70.1,2012
1617,Boise State,M-West,1,0,0,1,1,81.64,169.1,2012
1618,San Diego State,M-West,2,0,0,1,1,79.83,139.37,2012
1619,Nevada,M-West,3,0,0,1,1,78.4,135.19,2012
1620,Hawaii,M-West,4,0,1,5,6,77.9,124.09,2012
1621,Air Force,M-West,5,0,0,9,9,77.15,121.39,2012
1622,New Mexico,M-West,6,0,0,6,6,76.4,113.27,2012
1623,UNLV,M-West,7,0,0,6,6,77.88,106.3,2012
1624,San Jose State,M-West,8,0,0,3,3,77.33,103.14,2012
1625,Utah State,M-West,9,0,0,4,4,78.12,96.05,2012
1626,Wyoming,M-West,10,0,0,3,3,75.29,92.41,2012
1627,Fresno State,M-West,11,0,0,4,4,77.36,89.62,2012
1628,Colorado State,M-West,12,0,0,2,2,74.87,74.75,2012
1629,Portland State,Big-Sky,1,0,0,1,1,78.94,26.61,2012
1630,Eastern Washington,Big-Sky,2,0,0,1,1,82.35,24.65,2012
1631,Montana,Big-Sky,3,0,0,1,1,81.2,11.2,2012
1632,Weber State,Big-Sky,4,0,0,0,0,77.99,7.99,2012
1633,Montana State,Big-Sky,5,0,0,0,0,77.32,7.32,2012
1634,Northern Colorado,Big-Sky,6,0,0,0,0,76.67,6.67,2012
1635,Idaho State,Big-Sky,7,0,0,0,0,76.5,6.5,2012
1636,Liberty,B-South,1,0,0,2,2,81.35,22.63,2012
1637,Gardner-Webb,B-South,2,0,0,0,0,77.44,22.12,2012
1638,Virginia Military Institute,B-South,3,0,0,0,0,77.66,15.27,2012
1639,Coastal Carolina,B-South,4,0,0,0,0,75.32,10.62,2012
1640,Presbyterian,B-South,5,0,0,0,0,75.98,5.98,2012
1641,Charleston Southern,B-South,NA,NA,NA,NA,NA,0,0,2012
1642,James Madison,CAA,1,0,0,2,2,77.14,54.11,2012
1643,William & Mary,CAA,2,0,0,0,0,75.55,11.07,2012
1644,Towson,CAA,3,0,0,1,1,80.79,10.79,2012
1645,Richmond,CAA,4,0,0,0,0,74.35,4.35,2012
1646,Delaware,CAA,5,0,0,0,0,70.49,0.98,2012
1647,Villanova,CAA,NA,NA,NA,NA,NA,0,0,2012
1648,Rhode Island,CAA,NA,NA,NA,NA,NA,0,0,2012
1649,Pennsylvania,Ivy,1,0,0,2,2,80.62,21.17,2012
1650,Dartmouth,Ivy,2,0,0,1,1,76.47,19.37,2012
